CriterionID	Subsection	Description	MaxMark	RunFrom	Commands	ExpectedResult	Notes
A5.1.01	A5.1	Все узлы имеют корректные hostname; собственный hostname локально разрешается до/без DNS	0.25	idm-a5	for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.10 10.55.40.20; do echo ===$h===; ssh root@$h 'hostnamectl --static; getent hosts $(hostname -s) 2>/dev/null || true'; done	Каждый узел возвращает своё ожидаемое имя: sh-gw-a5, sh-client-a5, sz-gw-a5, sz-client-a5, idm-a5, net-a5, portal-a5; getent/hosts подтверждает локальное разрешение собственного имени.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.02	A5.1	Persistent static IPv4 configuration соответствует таблице адресации	0.25	idm-a5	for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.10 10.55.40.20; do echo ===$h===; ssh root@$h 'ip -4 -br addr'; done	sh-gw-a5: 10.55.10.1/24 и 198.18.55.10/24; sh-client-a5: 10.55.10.100/24; sz-gw-a5: 198.18.55.20/24, 10.55.20.1/24, 10.55.30.1/24, 10.55.40.1/24; sz-client-a5: 10.55.20.100/24; idm-a5: 10.55.40.10/24; net-a5: 10.55.40.20/24; portal-a5: 10.55.30.10/24.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.03	A5.1	IPv6 configuration соответствует заданию, включая client ::100 addresses	0.25	idm-a5	for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.10 10.55.40.20; do echo ===$h===; ssh root@$h 'ip -6 -br addr show scope global'; done	sh-gw-a5: 2001:db8:a5:10::1/64 и 2001:db8:a5:100::10/64; sh-client-a5: 2001:db8:a5:10::100/64; sz-gw-a5: 2001:db8:a5:100::20/64, 2001:db8:a5:20::1/64, 2001:db8:a5:30::1/64, 2001:db8:a5:40::1/64; sz-client-a5: 2001:db8:a5:20::100/64; idm-a5: 2001:db8:a5:40::10/64; net-a5: 2001:db8:a5:40::20/64; portal-a5: 2001:db8:a5:30::10/64.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.04	A5.1	IPv4 и IPv6 forwarding включены и постоянны на обоих gateway	0.25	idm-a5	for h in 10.55.10.1 10.55.20.1; do echo ===$h===; ssh root@$h 'sysctl net.ipv4.ip_forward net.ipv6.conf.all.forwarding; grep -RE "net.ipv4.ip_forward\s*=\s*1|net.ipv6.conf.all.forwarding\s*=\s*1" /etc/sysctl.conf /etc/sysctl.d 2>/dev/null || true'; done	На обоих gateway текущие значения равны 1 и присутствует persistent-запись в sysctl.conf/sysctl.d.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.05	A5.1	IPv4 static routes на обоих gateway используют требуемый WAN nexthop	0.25	idm-a5	ssh root@10.55.10.1 'ip route'; ssh root@10.55.20.1 'ip route'	sh-gw-a5: routes к 10.55.20.0/24, 10.55.30.0/24, 10.55.40.0/24 via 198.18.55.20. sz-gw-a5: route к 10.55.10.0/24 via 198.18.55.10.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.06	A5.1	IPv6 static routes на обоих gateway соответствуют inter-site prefixes	0.25	idm-a5	ssh root@10.55.10.1 'ip -6 route'; ssh root@10.55.20.1 'ip -6 route'	sh-gw-a5 имеет routes to 2001:db8:a5:20::/64, :30::/64, :40::/64 via 2001:db8:a5:100::20; sz-gw-a5 имеет route to 2001:db8:a5:10::/64 via 2001:db8:a5:100::10.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.07	A5.1	Оба client hosts имеют требуемую IPv4 L3-связность с idm-a5, net-a5 и portal-a5	0.25	idm-a5	ssh root@10.55.10.100 'ping -c2 10.55.40.10; ping -c2 10.55.40.20; ping -c2 10.55.30.10'; ssh root@10.55.20.100 'ping -c2 10.55.40.10; ping -c2 10.55.40.20; ping -c2 10.55.30.10'	Все шесть ping завершаются успешно (0% packet loss) без NAT.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.08	A5.1	Оба client hosts имеют требуемую IPv6 L3-связность с central services	0.25	idm-a5	ssh root@10.55.10.100 'ping -6 -c2 2001:db8:a5:40::10; ping -6 -c2 2001:db8:a5:40::20; ping -6 -c2 2001:db8:a5:30::10'; ssh root@10.55.20.100 'ping -6 -c2 2001:db8:a5:40::10; ping -6 -c2 2001:db8:a5:40::20; ping -6 -c2 2001:db8:a5:30::10'	Все шесть IPv6 ping завершаются успешно.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.09	A5.1	Root SSH key-based access с idm-a5 работает на все остальные nodes без пароля	0.25	idm-a5	ssh root@10.55.40.10 'for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.20; do echo ===$h===; ssh -o BatchMode=yes -o ConnectTimeout=4 root@$h "echo ssh-ok"; done'	Все шесть узлов возвращают ssh-ok без запроса пароля.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.1.10	A5.1	Базовая сеть/hostname/routing/management сохраняются после controlled reboot	0.25	idm-a5	for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.10 10.55.40.20; do echo ===$h===; ssh root@$h 'hostnamectl --static; ip -br a; ip route show default; ip -6 route show default'; done	После согласованного reboot hostname, IPv4/IPv6-адреса и default routes на всех семи узлах совпадают с ожидаемой таблицей.	Финальная persistence-проверка после согласованного reboot (--post-reboot); не использовать для двойного штрафа зависимых сервисов, которые уже оценены собственными критериями.
A5.2.01	A5.2	BIND9 primary authoritative для atlas.a5.test	0.25	idm-a5	ssh root@10.55.40.10 'systemctl is-active bind9 named 2>/dev/null || true; dig @127.0.0.1 atlas.a5.test SOA +norecurse; dig @127.0.0.1 atlas.a5.test NS +norecurse'	Ответы содержат SOA и NS для atlas.a5.test без SERVFAIL/REFUSED; служба bind9/named активна.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
